rewards,lengths,energy,recharges,targets
-4.095275012419401719e+02,1.080000000000000000e+02,4.320000000000000000e+02,1.300000000000000000e+01,0.000000000000000000e+00
3.748718187193194353e+02,1.070000000000000000e+02,4.280000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00
-1.696584102457450172e+03,1.140000000000000000e+02,4.560000000000000000e+02,1.100000000000000000e+01,0.000000000000000000e+00
-3.477678292815364216e+02,1.110000000000000000e+02,4.440000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00
-1.010497519744252827e+03,1.040000000000000000e+02,4.160000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.292102373338274447e+03,1.100000000000000000e+02,4.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-8.903531070006210939e+02,1.110000000000000000e+02,4.440000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
-4.998349372510909916e+02,1.100000000000000000e+02,4.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.343036636977358512e+03,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.673449186781334220e+03,1.140000000000000000e+02,4.560000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-4.147293177145903655e+02,1.110000000000000000e+02,4.440000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00
-7.462589928166105437e+02,1.040000000000000000e+02,4.160000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.167206317150180439e+03,1.080000000000000000e+02,4.320000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.859422236330547094e+03,4.600000000000000000e+01,1.840000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
-1.556960769818036852e+03,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.576939261212728525e+03,1.120000000000000000e+02,4.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.537276944952042413e+03,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.015262367892980023e+03,1.120000000000000000e+02,4.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.005617796147807212e+03,1.120000000000000000e+02,4.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-6.421194117807143584e+02,1.120000000000000000e+02,4.480000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
-7.208776399310056604e+02,1.100000000000000000e+02,4.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-9.927555689353257549e+02,1.090000000000000000e+02,4.360000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00
-8.950045701765699278e+02,1.050000000000000000e+02,4.200000000000000000e+02,5.000000000000000000e+00,0.000000000000000000e+00
-1.373263320736221203e+03,1.080000000000000000e+02,4.320000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.268265877498493865e+03,1.130000000000000000e+02,4.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.113136332200580227e+03,1.120000000000000000e+02,4.480000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
-8.499604332455674012e+02,1.080000000000000000e+02,4.320000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.884134013987110393e+03,5.400000000000000000e+01,2.160000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
-1.661319778862900876e+03,1.070000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.590036527974141791e+03,1.120000000000000000e+02,4.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.041326169132463519e+03,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.310571193973616118e+03,9.700000000000000000e+01,3.880000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
-1.731642713414312539e+03,1.110000000000000000e+02,4.440000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.322557270143832284e+03,5.200000000000000000e+01,2.080000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
-1.324662817330060534e+03,1.120000000000000000e+02,4.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.109034824307041617e+03,1.110000000000000000e+02,4.440000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.049026681989862482e+03,1.030000000000000000e+02,4.120000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.320208914644427125e+02,1.150000000000000000e+02,4.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-6.329866457281116254e+02,1.060000000000000000e+02,4.240000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-9.511252280332157625e+02,1.060000000000000000e+02,4.240000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.847110464986353691e+03,1.110000000000000000e+02,4.440000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.442148320848726598e+03,1.130000000000000000e+02,4.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.712867451588081394e+03,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-8.690032626369257969e+02,1.120000000000000000e+02,4.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-7.175339365619840919e+02,1.110000000000000000e+02,4.440000000000000000e+02,1.300000000000000000e+01,0.000000000000000000e+00
-1.428080031964025238e+03,1.110000000000000000e+02,4.440000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-6.301118263756409306e+02,1.100000000000000000e+02,4.400000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
3.330081312125698332e+03,3.400000000000000000e+01,1.360000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
-1.078331802505457290e+03,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.047257428235142015e+03,4.100000000000000000e+01,1.640000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
-1.706337920543429391e+03,1.050000000000000000e+02,4.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-5.939932353865108325e+02,1.130000000000000000e+02,4.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.117942242036979906e+03,1.100000000000000000e+02,4.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-6.725384186122061010e+02,1.110000000000000000e+02,4.440000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.201391094955361183e+02,1.090000000000000000e+02,4.360000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00
-4.873846873022519617e+02,1.080000000000000000e+02,4.320000000000000000e+02,6.000000000000000000e+00,0.000000000000000000e+00
-8.510152220086285979e+02,1.100000000000000000e+02,4.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.436276196616463494e+03,9.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
-8.486100107710460634e+02,1.080000000000000000e+02,4.320000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
-1.301722985979998839e+03,1.130000000000000000e+02,4.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.617277782270495663e+03,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.151857614815974102e+03,1.070000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.639803376224082285e+03,1.130000000000000000e+02,4.520000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00
-1.378945441526430841e+03,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-9.515324242334855853e+02,1.110000000000000000e+02,4.440000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-5.702501983856754464e+01,1.110000000000000000e+02,4.440000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
-2.365096665791177202e+02,1.050000000000000000e+02,4.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-6.802182701521884383e+02,1.060000000000000000e+02,4.240000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.093565482524954177e+03,1.100000000000000000e+02,4.400000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00
-9.730489779799746657e+02,1.110000000000000000e+02,4.440000000000000000e+02,5.000000000000000000e+00,0.000000000000000000e+00
-1.163606035638741787e+03,1.080000000000000000e+02,4.320000000000000000e+02,7.000000000000000000e+00,0.000000000000000000e+00
3.021896757172245088e+03,2.700000000000000000e+01,1.080000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
-1.003511201859461266e+03,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.398397876383850871e+03,2.500000000000000000e+01,1.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
-3.992501767358490383e+02,1.080000000000000000e+02,4.320000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-9.172119194443718015e+02,1.100000000000000000e+02,4.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-7.760548606882911145e+02,1.070000000000000000e+02,4.280000000000000000e+02,1.200000000000000000e+01,0.000000000000000000e+00
-8.416251696473158290e+02,1.150000000000000000e+02,4.600000000000000000e+02,1.600000000000000000e+01,0.000000000000000000e+00
-1.092142744280115039e+03,1.100000000000000000e+02,4.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-3.006331576741537219e+02,1.120000000000000000e+02,4.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-9.176188682041822631e+02,1.070000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-9.432474249614548398e+02,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.882498114631610520e+01,1.110000000000000000e+02,4.440000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
-1.072753542931050788e+03,1.050000000000000000e+02,4.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-5.054534843362907850e+02,1.100000000000000000e+02,4.400000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
-2.122962347502289504e+03,1.100000000000000000e+02,4.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-9.950937156352226793e+02,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.276810971273787800e+03,7.100000000000000000e+01,2.840000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
-1.115826139818233742e+03,1.120000000000000000e+02,4.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.868020169071490045e+03,1.120000000000000000e+02,4.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.012662062404070866e+03,1.120000000000000000e+02,4.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.169889014671317454e+03,2.900000000000000000e+01,1.160000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
-1.597563195200111295e+03,1.110000000000000000e+02,4.440000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.278623126831890886e+03,1.120000000000000000e+02,4.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.577651852685239191e+03,9.400000000000000000e+01,3.760000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
-4.276399252154106421e+02,1.130000000000000000e+02,4.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.018843539001085219e+03,1.110000000000000000e+02,4.440000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
-4.805584724612149330e+02,1.070000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.299645788239319245e+03,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.417754366253424905e+03,3.400000000000000000e+01,1.360000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
-1.291436234303622541e+03,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-8.865541670723712286e+02,1.070000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.043745024356731847e+03,1.070000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.310347221660103060e+03,1.150000000000000000e+02,4.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-5.875591147157638261e+02,1.110000000000000000e+02,4.440000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
-1.138299770420151617e+03,1.100000000000000000e+02,4.400000000000000000e+02,6.000000000000000000e+00,0.000000000000000000e+00
-1.722088506858620576e+03,1.120000000000000000e+02,4.480000000000000000e+02,7.000000000000000000e+00,0.000000000000000000e+00
-5.094498558156342369e+02,1.130000000000000000e+02,4.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.148880678834753780e+03,2.000000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
-1.655085099929129001e+03,1.140000000000000000e+02,4.560000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.121715977059355055e+03,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.689812655585128823e+03,1.110000000000000000e+02,4.440000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-9.143440791086251238e+02,1.100000000000000000e+02,4.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-8.251529208646215920e+02,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.390073147883415004e+03,4.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
-5.065681971194294420e+02,1.080000000000000000e+02,4.320000000000000000e+02,5.000000000000000000e+00,0.000000000000000000e+00
-1.070463724676535776e+03,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-8.669551677997701518e+02,1.070000000000000000e+02,4.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.188029582654095066e+03,1.140000000000000000e+02,4.560000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-5.907533625298567586e+02,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.094940687380332292e+03,1.100000000000000000e+02,4.400000000000000000e+02,6.000000000000000000e+00,0.000000000000000000e+00
-9.725469452093832388e+02,1.090000000000000000e+02,4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
