rewards,lengths,targets
1.616553778614854764e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.327601665489377858e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.511519420437518946e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.274307403847575060e+01,2.000000000000000000e+02,0.000000000000000000e+00
-3.405094810612490530e+00,2.000000000000000000e+02,0.000000000000000000e+00
2.151194240480663566e+01,2.000000000000000000e+02,0.000000000000000000e+00
-5.961071607135229655e+00,2.000000000000000000e+02,0.000000000000000000e+00
7.131833954453466795e+00,2.000000000000000000e+02,0.000000000000000000e+00
-1.799297059707344815e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.665667257398366630e+01,6.000000000000000000e+00,1.000000000000000000e+00
1.353587501015518590e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.801898516613999135e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.494950669769200857e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.405589338645339836e+01,7.900000000000000000e+01,1.000000000000000000e+00
1.665371330924331872e+01,3.800000000000000000e+01,1.000000000000000000e+00
3.460844779785725933e+01,1.150000000000000000e+02,1.000000000000000000e+00
2.941605226662011674e+01,1.800000000000000000e+02,1.000000000000000000e+00
1.206486987873913819e+01,2.000000000000000000e+02,0.000000000000000000e+00
-3.904938823394474401e+00,2.000000000000000000e+02,0.000000000000000000e+00
1.494011298775672714e+01,1.100000000000000000e+01,1.000000000000000000e+00
9.429346649870298691e+00,2.000000000000000000e+02,0.000000000000000000e+00
1.289414381250738728e+01,2.000000000000000000e+02,0.000000000000000000e+00
3.871293752495181906e+01,2.000000000000000000e+02,0.000000000000000000e+00
-2.165797348454596616e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.143874374859038667e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.754557196065785618e+01,1.080000000000000000e+02,1.000000000000000000e+00
2.096564140420407085e+01,3.900000000000000000e+01,1.000000000000000000e+00
1.889132877998054028e+01,5.400000000000000000e+01,1.000000000000000000e+00
-5.204397063106295462e+00,2.000000000000000000e+02,0.000000000000000000e+00
1.674211624667048781e+01,5.900000000000000000e+01,1.000000000000000000e+00
3.940806427244063315e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.030595009699467823e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.348337044846267219e+01,4.600000000000000000e+01,1.000000000000000000e+00
1.194469915516679670e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.465549152042721559e+01,2.000000000000000000e+02,0.000000000000000000e+00
4.847148513853537111e+01,1.780000000000000000e+02,1.000000000000000000e+00
4.048033381935212560e+01,1.270000000000000000e+02,1.000000000000000000e+00
4.253706698160583954e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.364705381315202004e+01,5.700000000000000000e+01,1.000000000000000000e+00
1.380262446545064492e+01,6.000000000000000000e+00,1.000000000000000000e+00
1.363014179106801649e+01,1.500000000000000000e+01,1.000000000000000000e+00
5.086092306341951996e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.755858630780130269e+01,2.400000000000000000e+01,1.000000000000000000e+00
-1.941556294132021776e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.254327978104346997e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.573167620226739949e+01,2.000000000000000000e+02,0.000000000000000000e+00
-5.467487580478175069e+00,2.000000000000000000e+02,0.000000000000000000e+00
-1.747363047610967257e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.158661043222993570e+01,3.400000000000000000e+01,1.000000000000000000e+00
2.030413367941981662e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.109005744539201288e+01,4.800000000000000000e+01,1.000000000000000000e+00
-7.880183477625263500e+00,2.000000000000000000e+02,0.000000000000000000e+00
1.574705199420452217e+01,2.000000000000000000e+00,1.000000000000000000e+00
2.758770252089947661e+01,8.600000000000000000e+01,1.000000000000000000e+00
2.417310685504224566e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.130872682325541945e+01,1.600000000000000000e+01,1.000000000000000000e+00
3.684198200784606314e+01,2.000000000000000000e+02,0.000000000000000000e+00
3.667837427459657818e+01,9.000000000000000000e+01,1.000000000000000000e+00
1.459036980651318416e+01,2.000000000000000000e+02,0.000000000000000000e+00
3.632755464043469829e+01,1.350000000000000000e+02,1.000000000000000000e+00
4.623930498287063529e+01,2.000000000000000000e+02,0.000000000000000000e+00
3.098838075686250093e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.524775762155652181e+01,2.800000000000000000e+01,1.000000000000000000e+00
9.050848217085015079e+00,2.000000000000000000e+02,0.000000000000000000e+00
2.590243586622178640e+01,5.200000000000000000e+01,1.000000000000000000e+00
3.881958783019335613e+01,1.060000000000000000e+02,1.000000000000000000e+00
-1.407154834277928757e+01,2.000000000000000000e+02,0.000000000000000000e+00
-2.524228583648825963e-01,2.000000000000000000e+02,0.000000000000000000e+00
2.279127628400921779e+01,1.700000000000000000e+01,1.000000000000000000e+00
-1.008460100814684068e+00,2.000000000000000000e+02,0.000000000000000000e+00
2.465156462483111355e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.919761753402650228e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.828397517055272914e+01,2.000000000000000000e+02,0.000000000000000000e+00
3.000692387185979193e+00,2.000000000000000000e+02,0.000000000000000000e+00
5.786514183826721336e+01,1.810000000000000000e+02,1.000000000000000000e+00
1.423586954325437581e+01,1.500000000000000000e+01,1.000000000000000000e+00
9.073868191242151493e-01,2.000000000000000000e+02,0.000000000000000000e+00
5.729130777541529085e+01,1.610000000000000000e+02,1.000000000000000000e+00
2.750344565883270365e-01,2.000000000000000000e+02,0.000000000000000000e+00
1.288007317684591868e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.891035116299986996e+01,1.500000000000000000e+01,1.000000000000000000e+00
1.912762138053774663e+01,2.900000000000000000e+01,1.000000000000000000e+00
7.196721748780447570e+01,8.900000000000000000e+01,1.000000000000000000e+00
1.415858301058411861e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.396855048291382673e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.536268388330936574e+01,9.000000000000000000e+00,1.000000000000000000e+00
1.478044402312487371e+01,1.700000000000000000e+01,1.000000000000000000e+00
3.948391325287508469e+00,2.000000000000000000e+02,0.000000000000000000e+00
4.715448501989220631e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.578440043125304015e+01,2.000000000000000000e+02,0.000000000000000000e+00
4.070578287363034065e+01,2.000000000000000000e+02,0.000000000000000000e+00
5.851115437075497638e+00,2.000000000000000000e+02,0.000000000000000000e+00
3.185377319362009985e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.527514502335341362e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.660565589673815623e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.035257730305195167e+01,1.300000000000000000e+01,1.000000000000000000e+00
2.992112343914806871e+01,7.600000000000000000e+01,1.000000000000000000e+00
3.732127116024500424e+00,2.000000000000000000e+02,0.000000000000000000e+00
1.017999999761581442e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.703194907132536429e+01,3.600000000000000000e+01,1.000000000000000000e+00
2.496701126877218968e+01,4.500000000000000000e+01,1.000000000000000000e+00
2.644777235366404256e+01,5.900000000000000000e+01,1.000000000000000000e+00
4.258944227539001304e+01,5.500000000000000000e+01,1.000000000000000000e+00
4.416272436872124985e+01,3.400000000000000000e+01,1.000000000000000000e+00
-6.137014768272692766e-01,2.000000000000000000e+02,0.000000000000000000e+00
4.475430671721679943e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.687768484264614344e+01,2.000000000000000000e+02,0.000000000000000000e+00
3.064678941935302348e+01,1.120000000000000000e+02,1.000000000000000000e+00
-1.161217580441387653e+01,2.000000000000000000e+02,0.000000000000000000e+00
3.246334868259728523e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.174864342302083031e+01,2.000000000000000000e+02,0.000000000000000000e+00
5.354789138890803457e+01,1.700000000000000000e+01,1.000000000000000000e+00
2.661929620295763144e+01,2.000000000000000000e+02,0.000000000000000000e+00
4.418520083077250860e+01,5.300000000000000000e+01,1.000000000000000000e+00
3.585832000173606104e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.553791928913440934e+01,2.000000000000000000e+02,0.000000000000000000e+00
6.537644958801534756e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.577703222207724920e+01,5.200000000000000000e+01,1.000000000000000000e+00
4.305063833102584425e+01,1.470000000000000000e+02,1.000000000000000000e+00
3.974188354030235359e+01,2.000000000000000000e+02,0.000000000000000000e+00
8.275609810147423673e+01,1.910000000000000000e+02,1.000000000000000000e+00
-4.540482596047205277e+00,2.000000000000000000e+02,0.000000000000000000e+00
1.961622035786509599e+01,1.700000000000000000e+01,1.000000000000000000e+00
1.274986177861691772e+01,2.000000000000000000e+02,0.000000000000000000e+00
4.736256640903648929e+01,6.000000000000000000e+01,1.000000000000000000e+00
2.736115271173418861e+01,2.000000000000000000e+02,0.000000000000000000e+00
5.650907428540281074e+01,8.800000000000000000e+01,1.000000000000000000e+00
5.364480858370634309e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.558382064811885570e+01,3.500000000000000000e+01,1.000000000000000000e+00
1.877710594609379768e+01,1.600000000000000000e+01,1.000000000000000000e+00
5.638727012023328200e+01,4.700000000000000000e+01,1.000000000000000000e+00
7.508639283940175346e+01,1.630000000000000000e+02,1.000000000000000000e+00
2.601076923139394381e+01,4.600000000000000000e+01,1.000000000000000000e+00
5.101238502047953460e+01,7.800000000000000000e+01,1.000000000000000000e+00
1.531904408037662435e+01,6.000000000000000000e+00,1.000000000000000000e+00
3.633515468709171614e+01,9.600000000000000000e+01,1.000000000000000000e+00
4.754667854331432864e+01,4.300000000000000000e+01,1.000000000000000000e+00
-1.432286649052054273e+01,2.000000000000000000e+02,0.000000000000000000e+00
3.972389685709028839e+01,7.000000000000000000e+01,1.000000000000000000e+00
3.688881262440234821e+01,8.500000000000000000e+01,1.000000000000000000e+00
3.492847728591411283e+01,4.200000000000000000e+01,1.000000000000000000e+00
5.293770393628604864e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.410171584382653265e+01,1.100000000000000000e+01,1.000000000000000000e+00
6.977052668694408055e+01,2.000000000000000000e+02,0.000000000000000000e+00
6.224157668020571776e+01,8.600000000000000000e+01,1.000000000000000000e+00
3.867522204812600961e+01,2.000000000000000000e+02,0.000000000000000000e+00
5.006119086921213324e+01,6.100000000000000000e+01,1.000000000000000000e+00
3.081974510278552515e+01,6.800000000000000000e+01,1.000000000000000000e+00
6.175131817653771549e+01,7.200000000000000000e+01,1.000000000000000000e+00
3.979228954713791211e+01,7.600000000000000000e+01,1.000000000000000000e+00
8.125897010784578356e+01,1.850000000000000000e+02,1.000000000000000000e+00
3.538887120176107004e+01,2.000000000000000000e+02,0.000000000000000000e+00
5.780340989001093277e+01,7.300000000000000000e+01,1.000000000000000000e+00
5.034903390832243275e+01,9.300000000000000000e+01,1.000000000000000000e+00
-1.811766146712005821e+01,2.000000000000000000e+02,0.000000000000000000e+00
5.742767349410777200e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.100286089792847832e+01,3.200000000000000000e+01,1.000000000000000000e+00
1.036999999999999922e+01,1.000000000000000000e+00,1.000000000000000000e+00
3.403814432062208084e+01,7.300000000000000000e+01,1.000000000000000000e+00
2.425185786247253361e+01,2.600000000000000000e+01,1.000000000000000000e+00
1.312242517650127382e+01,7.000000000000000000e+00,1.000000000000000000e+00
2.978241628151387488e+01,2.600000000000000000e+01,1.000000000000000000e+00
2.732410707201816535e+01,2.000000000000000000e+02,0.000000000000000000e+00
2.636340172491966172e+01,2.000000000000000000e+02,0.000000000000000000e+00
3.645062040433286654e+01,1.800000000000000000e+01,1.000000000000000000e+00
3.672463929306715613e+01,7.500000000000000000e+01,1.000000000000000000e+00
3.982425744220613950e+01,3.900000000000000000e+01,1.000000000000000000e+00
1.475773263454437156e+01,3.000000000000000000e+00,1.000000000000000000e+00
3.575110769204793826e+01,2.000000000000000000e+02,0.000000000000000000e+00
6.085276600781807588e+01,1.510000000000000000e+02,1.000000000000000000e+00
2.431704085789620962e+01,4.700000000000000000e+01,1.000000000000000000e+00
4.726934877809112834e+01,2.000000000000000000e+02,0.000000000000000000e+00
3.154352355785667683e+01,3.600000000000000000e+01,1.000000000000000000e+00
2.894237149350344751e+01,4.600000000000000000e+01,1.000000000000000000e+00
6.061084716103968617e+01,4.900000000000000000e+01,1.000000000000000000e+00
3.953911491703242831e+01,8.600000000000000000e+01,1.000000000000000000e+00
1.539804277896881146e+01,3.000000000000000000e+00,1.000000000000000000e+00
7.096250601459270513e+01,1.450000000000000000e+02,1.000000000000000000e+00
4.065630249772219429e+01,6.000000000000000000e+01,1.000000000000000000e+00
5.072051106289028866e+01,1.800000000000000000e+01,1.000000000000000000e+00
5.238495723884524580e+01,2.000000000000000000e+02,0.000000000000000000e+00
