rewards,lengths,targets
1.147461120997375474e+03,2.660000000000000000e+02,1.000000000000000000e+00
1.918237589811223643e+03,2.600000000000000000e+01,1.000000000000000000e+00
1.685586955286925559e+03,9.900000000000000000e+01,1.000000000000000000e+00
1.830575025285123957e+03,5.300000000000000000e+01,1.000000000000000000e+00
3.461312984311842200e+01,3.010000000000000000e+02,0.000000000000000000e+00
1.924576829406669276e+03,2.400000000000000000e+01,1.000000000000000000e+00
1.620950800319220889e+03,1.190000000000000000e+02,1.000000000000000000e+00
1.622581864472822645e+03,1.170000000000000000e+02,1.000000000000000000e+00
1.869375431696604437e+03,4.100000000000000000e+01,1.000000000000000000e+00
1.747350992015936299e+03,7.900000000000000000e+01,1.000000000000000000e+00
5.641647045806843863e+01,3.010000000000000000e+02,0.000000000000000000e+00
3.067978043441717517e+01,3.010000000000000000e+02,0.000000000000000000e+00
1.820914379269684332e+03,5.600000000000000000e+01,1.000000000000000000e+00
1.163947721466428675e+03,2.630000000000000000e+02,1.000000000000000000e+00
1.508522262135109486e+03,1.530000000000000000e+02,1.000000000000000000e+00
1.463580411660862410e+03,1.670000000000000000e+02,1.000000000000000000e+00
1.867623680256314628e+03,4.100000000000000000e+01,1.000000000000000000e+00
1.749457113383329897e+03,7.800000000000000000e+01,1.000000000000000000e+00
1.640457567415159019e+03,1.120000000000000000e+02,1.000000000000000000e+00
1.849544821039204862e+03,4.700000000000000000e+01,1.000000000000000000e+00
1.637726636774153349e+03,1.140000000000000000e+02,1.000000000000000000e+00
1.197844838322602072e+03,2.520000000000000000e+02,1.000000000000000000e+00
1.914208848649757101e+03,2.800000000000000000e+01,1.000000000000000000e+00
1.163636995776651929e+03,2.630000000000000000e+02,1.000000000000000000e+00
1.851062502355329570e+03,4.700000000000000000e+01,1.000000000000000000e+00
1.982553573727371031e+03,7.000000000000000000e+00,1.000000000000000000e+00
1.955278029063719487e+03,1.500000000000000000e+01,1.000000000000000000e+00
1.990616989143222327e+03,5.000000000000000000e+00,1.000000000000000000e+00
1.261937340086798713e+03,2.310000000000000000e+02,1.000000000000000000e+00
1.799274351397775035e+03,6.300000000000000000e+01,1.000000000000000000e+00
1.422384874690780407e+03,1.800000000000000000e+02,1.000000000000000000e+00
1.770870098827415859e+03,7.100000000000000000e+01,1.000000000000000000e+00
4.046576309086095335e+01,3.010000000000000000e+02,0.000000000000000000e+00
1.709347518108806526e+03,9.100000000000000000e+01,1.000000000000000000e+00
1.511911137755532081e+03,1.540000000000000000e+02,1.000000000000000000e+00
1.447153045429618260e+03,1.720000000000000000e+02,1.000000000000000000e+00
1.818321486481447437e+03,5.700000000000000000e+01,1.000000000000000000e+00
1.951773845661237146e+03,1.600000000000000000e+01,1.000000000000000000e+00
1.191569393660833157e+03,2.520000000000000000e+02,1.000000000000000000e+00
1.683428669299004241e+03,9.900000000000000000e+01,1.000000000000000000e+00
4.266999062848807966e+01,3.010000000000000000e+02,0.000000000000000000e+00
1.685209412484428867e+03,9.900000000000000000e+01,1.000000000000000000e+00
3.773135457648398017e+01,3.010000000000000000e+02,0.000000000000000000e+00
1.604149461686958375e+03,1.230000000000000000e+02,1.000000000000000000e+00
3.646849933083460371e+01,3.010000000000000000e+02,0.000000000000000000e+00
1.748137298981150252e+03,7.800000000000000000e+01,1.000000000000000000e+00
1.920334547444667123e+03,2.600000000000000000e+01,1.000000000000000000e+00
1.806645809326053723e+03,6.100000000000000000e+01,1.000000000000000000e+00
1.853437903703791108e+03,4.600000000000000000e+01,1.000000000000000000e+00
1.828063250032300630e+03,5.300000000000000000e+01,1.000000000000000000e+00
1.407369074265895961e+03,1.860000000000000000e+02,1.000000000000000000e+00
1.510303508927352595e+03,1.530000000000000000e+02,1.000000000000000000e+00
1.620263294819451175e+03,1.190000000000000000e+02,1.000000000000000000e+00
1.763030698098510811e+03,7.400000000000000000e+01,1.000000000000000000e+00
1.253327831100737967e+03,2.340000000000000000e+02,1.000000000000000000e+00
1.874132754600494081e+03,3.900000000000000000e+01,1.000000000000000000e+00
1.756639498770844511e+03,7.500000000000000000e+01,1.000000000000000000e+00
1.256788487101175406e+03,2.340000000000000000e+02,1.000000000000000000e+00
4.146934618559452446e+01,3.010000000000000000e+02,0.000000000000000000e+00
1.689458407830737542e+03,9.900000000000000000e+01,1.000000000000000000e+00
2.000099999999999909e+03,1.000000000000000000e+00,1.000000000000000000e+00
1.775043661839917377e+03,6.900000000000000000e+01,1.000000000000000000e+00
1.813574478645386307e+03,5.800000000000000000e+01,1.000000000000000000e+00
2.002073359183470302e+03,2.000000000000000000e+00,1.000000000000000000e+00
